from_to,gdp_diff_2018,gdp_mean_2018,neighbors,share_lang,PDI_diff,MAS_diff,fb_users_diff,fb_users_perc_mean,fb_users_mean,share_cont
MY-DK,29243.462316188296,42861.23124181255,0,0,86.0,34.0,21820000.0,70.16115806054303,14610000.0,0
MY-FI,21341.1051115653,38910.05263950105,0,0,71.0,24.0,22820000.0,62.75826453805295,14110000.0,0
MY-IT,14796.743693318294,35637.87193037755,0,0,54.0,20.0,4480000.0,63.34664920846181,27760000.0,0
MY-NL,29587.1284139491,43033.06429069295,0,0,66.0,36.0,15720000.0,66.92508432735838,17660000.0,0
MY-NO,41568.8293269655,49023.914747201154,0,0,73.0,42.0,22120000.0,69.3009845082927,14460000.0,0
MY-SE,25282.1305591104,40880.5653632736,0,0,73.0,45.0,19220000.0,69.28068072216118,15910000.0,0
NG-AT,51681.243031192345,31119.469910296724,0,0,66.0,33.0,23420000.0,26.66045810261953,15410000.0,0
NG-BE,47249.270144180846,28903.483466790974,0,0,12.0,8.0,20620000.0,34.1094397776054,16810000.0,0
NG-CH,66381.35844518965,38469.52761729537,0,0,43.0,24.0,23420000.0,27.342040163566104,15410000.0,0
NG-DK,52204.114005206146,31380.905397303624,0,0,59.0,30.0,23420000.0,37.96164262030493,15410000.0,0
NG-ES,35417.53928684815,22987.618038124627,0,0,20.0,4.0,4120000.0,30.87132193693198,25060000.0,0
NG-FI,44301.75680058315,27429.726794992126,0,0,44.0,20.0,24420000.0,30.55874909781485,14910000.0,0
NG-IT,37757.395382336144,24157.546085868624,0,0,27.0,24.0,2880000.0,31.14713376822371,28560000.0,0
NG-NL,52547.78010296695,31552.738446184027,0,1,39.0,32.0,17320000.0,34.725568887120275,18460000.0,0
NG-NO,64529.48101598335,37543.58890269222,0,0,46.0,38.0,23720000.0,37.101469068054605,15260000.0,0
NG-SE,48242.78224812825,29400.239518764676,0,1,46.0,41.0,20820000.0,37.08116528192309,16710000.0,0
NL-AE,10749.487025019007,63201.372010177,0,0,42.0,38.0,1063000.0,71.80004554866363,9268500.0,0
NL-AR,34533.2298639036,40560.0135657157,0,0,11.0,42.0,20200000.0,61.07086756852287,19900000.0,0
NL-AT,866.5370717746046,57393.359961780196,0,0,27.0,65.0,6100000.0,48.87373927267341,6750000.0,1
NL-AU,7657.441204015195,53997.907895659904,0,1,2.0,47.0,5200000.0,57.239457794201996,12400000.0,0
NL-BE,5298.509958786104,55177.37351827445,1,1,27.0,40.0,3300000.0,56.32272094765928,8150000.0,1
NL-BR,42806.1902737794,36423.5333607778,0,0,31.0,35.0,129200000.0,60.74193046108293,74400000.0,0
NL-CH,13833.578342222689,64743.41766877884,0,0,4.0,56.0,6100000.0,49.555321333619986,6750000.0,1
NL-CL,32112.4890726697,41770.38396133265,0,0,25.0,14.0,3200000.0,62.23531675072287,11400000.0,0
NL-CN,42329.2685028299,36661.99424625255,0,1,42.0,52.0,8470000.0,28.51533549668469,5565000.0,0
NL-CO,42782.5731611352,36435.3419170999,0,0,29.0,50.0,19200000.0,56.61778950572383,19400000.0,0
NL-CR,36507.5845045847,39572.83624537515,0,0,3.0,7.0,6600000.0,59.34342553106144,6500000.0,0
NL-CZ,16691.1355141019,49481.06074061655,0,0,19.0,43.0,5200000.0,49.89110958515448,7200000.0,1
NL-DE,2591.2621928345034,56530.99740125025,1,0,3.0,52.0,21200000.0,46.94741207148877,20400000.0,1
NL-DK,343.6660977608044,57654.7954487871,0,0,20.0,2.0,6100000.0,60.17492379035882,6750000.0,1
NL-EC,45987.285262108904,34832.98586661305,0,0,40.0,49.0,200000.0,56.07335783818548,9900000.0,0
NL-EG,46187.3894077811,34732.93379377695,0,0,42.0,38.0,32600000.0,48.43990413884421,26100000.0,0
NL-ES,17130.2408161188,49261.508089608105,0,0,19.0,28.0,13200000.0,53.08460310698587,16400000.0,1
NL-ET,55672.60762080872,29990.324687263143,0,0,26.0,27.0,3793000.0,30.955504761695927,7903500.0,0
NL-FI,8246.023302383801,53703.616846475605,0,0,5.0,12.0,7100000.0,52.77203026786873,6250000.0,1
NL-FR,11250.02664872929,52201.61517330285,0,0,30.0,29.0,23200000.0,53.62780158324896,21400000.0,1
NL-GB,10253.140482149807,52700.0582565926,0,1,3.0,52.0,34200000.0,60.587194700002,26900000.0,1
NL-GH,52383.7563505166,31634.7503224092,0,1,39.0,32.0,4900000.0,36.032215482184725,7350000.0,0
NL-GR,28209.0801576943,43722.08841882035,0,0,22.0,43.0,4800000.0,52.70212799177169,7400000.0,1
NL-GT,49161.28123669449,33245.98787932025,0,0,57.0,23.0,3000000.0,46.764694426159906,8300000.0,0
NL-HU,25913.5538424199,44869.85157645755,0,0,8.0,74.0,4500000.0,56.05560607992038,7550000.0,1
NL-ID,46181.8699586322,34735.6935183514,0,0,40.0,32.0,127160000.0,53.00240062757296,73380000.0,0
NL-IE,26729.006304072806,71191.13164970391,0,1,10.0,54.0,7100000.0,55.36078929522273,6250000.0,1
NL-IL,17920.5038133287,48866.37659100315,0,1,25.0,33.0,3923000.0,61.40157303620613,7838500.0,0
NL-IN,51151.26720355967,32250.994895887667,0,1,39.0,42.0,241200000.0,37.391447276433695,130400000.0,0
NL-IQ,47017.1560875262,34318.0504539044,0,0,42.0,38.0,11476000.0,53.698901680589515,15538000.0,0
NL-IR,44031.3110303491,35810.97298249295,0,0,20.0,29.0,30200000.0,51.71906512125224,24900000.0,0
NL-IT,14790.384720630806,50431.436137352095,0,0,12.0,56.0,20200000.0,53.36041493827759,19900000.0,1
NL-JM,47858.03400484669,33897.61149524416,0,1,7.0,54.0,8700000.0,46.89430545111314,5450000.0,0
NL-JP,15624.2273809986,50014.514807168205,0,0,16.0,81.0,18200000.0,39.61726757308278,18900000.0,0
NL-KE,53383.44938905354,31134.903803140733,0,1,26.0,27.0,2800000.0,34.69549678947191,8400000.0,0
NL-KR,14800.332107033704,50426.462444150646,0,0,22.0,25.0,12036000.0,49.73967923267192,15818000.0,0
NL-KW,6136.059540620001,54758.5987273575,0,0,42.0,38.0,5707000.0,75.18969196762312,6946500.0,0
NL-LB,41772.266041778304,36940.49547677835,0,1,42.0,38.0,5833000.0,58.14100025788545,6883500.0,0
NL-LY,42448.0557340512,36602.6006306419,0,0,42.0,38.0,4706000.0,64.64457410727123,7447000.0,0
NL-MX,37730.4718442336,38961.3925755507,0,0,43.0,55.0,68200000.0,58.11306920476787,43900000.0,0
NL-MY,29587.1284139491,43033.06429069295,0,0,66.0,36.0,15720000.0,66.92508432735838,17660000.0,0
NL-NG,52547.78010296695,31552.738446184027,0,1,39.0,32.0,17320000.0,34.725568887120275,18460000.0,0
NL-NO,11981.7009130164,63817.478954175705,0,0,7.0,6.0,6400000.0,59.31475023810849,6600000.0,1
NL-NZ,15251.183579708399,50201.0367078133,0,1,16.0,44.0,6700000.0,60.11368313712199,6450000.0,0
NL-PA,26042.314010381004,44805.471492477,0,0,57.0,30.0,7800000.0,50.9566770054414,5900000.0,0
NL-PE,44738.3326592117,35457.462168061655,0,0,26.0,28.0,10200000.0,58.15692725514975,14900000.0,0
NL-PH,49106.02111847354,33273.61793843073,0,1,56.0,50.0,61960000.0,60.360208800060505,40780000.0,0
NL-PK,52973.36194026503,31339.947527534987,0,1,17.0,36.0,27270000.0,36.546065078697715,23435000.0,0
NL-PL,25873.5934639603,44889.831765687355,0,1,30.0,50.0,4200000.0,47.01749041899669,11900000.0,1
NL-PT,22898.0849638929,46377.586015721055,0,0,25.0,17.0,4000000.0,57.067422971503504,7800000.0,1
NL-SA,9091.167999445803,53281.044497944604,0,0,42.0,38.0,13920000.0,61.556410965697424,16760000.0,0
NL-SE,4304.997854838701,55674.12957024815,0,1,7.0,9.0,3500000.0,59.29444645197697,8050000.0,1
NL-SG,42754.52952732449,79203.89326132975,0,1,36.0,34.0,5330000.0,66.07323931722891,7135000.0,0
NL-SL,56132.30202478699,29760.477485274005,0,1,39.0,32.0,9106600.0,32.643296951515275,5246700.0,0
NL-SV,49004.0777232483,33324.589636043354,0,0,28.0,26.0,6400000.0,54.4220821913907,6600000.0,0
NL-TH,39296.416709714205,38178.4201428104,0,0,26.0,20.0,36200000.0,61.28990131848282,27900000.0,0
NL-TR,29865.6482140465,42893.80439064425,0,0,28.0,31.0,34200000.0,54.18178118081059,26900000.0,0
NL-TZ,55174.23712003895,30239.509937648025,0,1,26.0,27.0,5529000.0,31.843120002642568,7035500.0,0
NL-US,5237.789912005304,60445.523453670154,0,1,2.0,48.0,230200000.0,64.31115486707418,124900000.0,0
NL-UY,34238.477107854196,40707.3899437404,0,0,23.0,24.0,7400000.0,62.79421072750836,6100000.0,0
NL-ZA,43617.534664336,36017.861165499504,0,1,11.0,49.0,11480000.0,45.98205976086555,15540000.0,0
NL-ZM,54220.530865697234,30716.363064818885,0,1,26.0,27.0,7547000.0,34.255179837697234,6026500.0,0
NO-AE,1232.2138879973936,69192.2224666852,0,0,49.0,44.0,5337000.0,74.17594572959796,6068500.0,0
NO-AR,46514.93077692,46550.864022223905,0,0,18.0,48.0,26600000.0,63.446767749457194,16700000.0,0
NO-AT,12848.237984791005,63384.2104182884,0,1,20.0,71.0,300000.0,51.24963945360774,3550000.0,1
NO-AU,19639.142117031595,59988.75835216811,0,0,5.0,53.0,11600000.0,59.615357975136334,9200000.0,0
NO-BE,17280.210871802505,61168.22397478265,0,0,34.0,46.0,3100000.0,58.698621128593615,4950000.0,1
NO-BR,54787.8911867958,42414.383817286,0,0,38.0,41.0,135600000.0,63.11783064201727,71200000.0,0
NO-CH,1851.877429206288,70734.26812528705,0,0,3.0,62.0,300000.0,51.931221514554316,3550000.0,1
NO-CL,44094.1899856861,47761.23441784085,0,0,32.0,20.0,9600000.0,64.61121693165721,8200000.0,0
NO-CN,54310.9694158463,42652.84470276075,0,0,49.0,58.0,2070000.0,30.89123567761902,2365000.0,0
NO-CO,54764.2740741516,42426.1923736081,0,0,36.0,56.0,25600000.0,58.99368968665816,16200000.0,0
NO-CR,48489.2854176011,45563.68670188335,0,0,4.0,13.0,200000.0,61.719325711995765,3300000.0,0
NO-CZ,28672.8364271183,55471.91119712475,0,1,26.0,49.0,1200000.0,52.26700976608882,4000000.0,1
NO-DE,14572.963105850904,62521.84785775845,0,1,4.0,58.0,27600000.0,49.323312252423094,17200000.0,1
NO-DK,12325.367010777205,63645.6459052953,0,0,13.0,8.0,300000.0,62.55082397129314,3550000.0,1
NO-EC,57968.986175125305,40823.83632312125,0,0,47.0,55.0,6600000.0,58.44925801911981,6700000.0,0
NO-EG,58169.090320797506,40723.78425028515,0,0,49.0,44.0,39000000.0,50.815804319778536,22900000.0,0
NO-ES,29111.9417291352,55252.3585461163,0,0,26.0,34.0,19600000.0,55.46050328792019,13200000.0,1
NO-ET,67654.30853382513,35981.17514377134,0,0,33.0,33.0,2607000.0,33.33140494263026,4703500.0,0
NO-FI,20227.7242154002,59694.4673029838,1,1,2.0,18.0,700000.0,55.147930448803066,3050000.0,1
NO-FR,23231.72756174569,58192.46562981106,0,0,37.0,35.0,29600000.0,56.00370176418329,18200000.0,1
NO-GB,22234.841395166208,58690.9087131008,0,0,4.0,58.0,40600000.0,62.96309488093634,23700000.0,1
NO-GH,64365.457263533004,37625.600778917404,0,0,46.0,38.0,1500000.0,38.40811566311906,4150000.0,0
NO-GR,40190.7810707107,49712.93887532855,0,0,29.0,49.0,1600000.0,55.07802817270602,4200000.0,1
NO-GT,61142.98214971089,39236.838335828455,0,0,64.0,29.0,3400000.0,49.140594607094236,5100000.0,0
NO-HU,37895.2547554363,50860.70203296575,0,0,15.0,80.0,1900000.0,58.43150626085472,4350000.0,1
NO-ID,58163.570871648604,40726.5439748596,0,0,47.0,38.0,133560000.0,55.37830080850729,70180000.0,0
NO-IE,14747.305391056405,77181.9821062121,0,0,3.0,60.0,700000.0,57.73668947615705,3050000.0,1
NO-IL,29902.204726345102,54857.22704751135,0,0,18.0,39.0,2477000.0,63.77747321714047,4638500.0,0
NO-IN,63132.96811657607,38241.84535239587,0,0,46.0,48.0,247600000.0,39.767347457368025,127200000.0,0
NO-IQ,58998.8570005426,40308.9009104126,0,0,49.0,44.0,17876000.0,56.074801861523845,12338000.0,0
NO-IR,56013.011943365505,41801.82343900115,0,0,27.0,35.0,36600000.0,54.09496530218657,21700000.0,0
NO-IT,26772.085633647206,56422.2865938603,0,0,19.0,62.0,26600000.0,55.73631511921192,16700000.0,1
NO-JM,59839.73491786309,39888.46195175235,0,0,14.0,60.0,2300000.0,49.270205632047464,2250000.0,0
NO-JP,27605.928294015,56005.3652636764,0,0,23.0,87.0,24600000.0,41.99316775401711,15700000.0,0
NO-KE,65365.150302069946,37125.75425964893,0,0,33.0,33.0,3600000.0,37.07139697040624,5200000.0,0
NO-KR,26782.033020050105,56417.31290065885,0,0,29.0,31.0,18436000.0,52.11557941360624,12618000.0,0
NO-KW,18117.7604536364,60749.4491838657,0,0,49.0,44.0,693000.0,77.56559214855744,3746500.0,0
NO-LB,53753.9669547947,42931.34593328655,0,0,49.0,44.0,567000.0,60.51690043881979,3683500.0,0
NO-LY,54429.7566470676,42593.4510871501,0,0,49.0,44.0,1694000.0,67.02047428820556,4247000.0,0
NO-MX,49712.17275725,44952.243032058905,0,0,50.0,61.0,74600000.0,60.48896938570219,40700000.0,0
NO-MY,41568.8293269655,49023.914747201154,0,0,73.0,42.0,22120000.0,69.3009845082927,14460000.0,0
NO-NG,64529.48101598335,37543.58890269222,0,0,46.0,38.0,23720000.0,37.101469068054605,15260000.0,0
NO-NL,11981.7009130164,63817.478954175705,0,0,7.0,6.0,6400000.0,59.31475023810849,6600000.0,1
NO-NZ,27232.8844927248,56191.8871643215,0,0,9.0,50.0,300000.0,62.48958331805632,3250000.0,0
NO-PA,38024.01492339741,50796.3219489852,0,0,64.0,36.0,1400000.0,53.33257718637573,2700000.0,0
NO-PE,56720.0335722281,41448.31262456985,0,0,33.0,34.0,16600000.0,60.53282743608408,11700000.0,0
NO-PH,61087.722031489946,39264.46839493893,0,0,63.0,56.0,68360000.0,62.73610898099483,37580000.0,0
NO-PK,64955.06285328143,37330.79798404319,0,0,24.0,42.0,33670000.0,38.921965259632046,20235000.0,0
NO-PL,37855.2943769767,50880.68222219555,0,1,37.0,56.0,10600000.0,49.393390599931024,8700000.0,1
NO-PT,34879.7858769093,52368.43647222925,0,0,32.0,23.0,2400000.0,59.443323152437834,4600000.0,1
NO-SA,21072.868912462203,59271.8949544528,0,0,49.0,44.0,20320000.0,63.93231114663175,13560000.0,0
NO-SE,16286.698767855101,61664.980026756355,1,1,0.0,3.0,2900000.0,61.670346632911304,4850000.0,1
NO-SG,30772.82861430809,85194.74371783795,0,0,43.0,40.0,1070000.0,68.44913949816323,3935000.0,0
NO-SL,68114.0029378034,35751.327941782205,0,0,46.0,38.0,2706600.0,35.019197132449605,2046700.0,0
NO-SV,60985.7786362647,39315.44009255155,0,0,35.0,32.0,0.0,56.79798237232503,3400000.0,0
NO-TH,51278.1176227306,44169.2705993186,0,0,33.0,26.0,42600000.0,63.66580149941714,24700000.0,0
NO-TR,41847.3491270629,48884.65484715245,0,0,35.0,37.0,40600000.0,56.55768136174492,23700000.0,0
NO-TZ,67155.93803305535,36230.360394156225,0,0,33.0,33.0,871000.0,34.219020183576895,3835500.0,0
NO-US,6743.911001011096,66436.37391017836,0,0,9.0,54.0,236600000.0,66.6870550480085,121700000.0,0
NO-UY,46220.178020870604,46698.2404002486,0,0,30.0,30.0,1000000.0,65.1701109084427,2900000.0,0
NO-ZA,55599.2355773524,42008.7116220077,0,0,18.0,55.0,17880000.0,48.35795994179988,12340000.0,0
NO-ZM,66202.23177871363,36707.21352132709,0,0,33.0,33.0,1147000.0,36.631080018631565,2826500.0,0
NZ-AT,14384.646507933794,49767.768171926,0,0,11.0,21.0,600000.0,52.04857235262124,3400000.0,0
NZ-BE,9952.673620922295,47551.78172842025,0,0,43.0,4.0,3400000.0,59.49755402760711,4800000.0,0
NZ-CH,29084.761921931087,57117.82587892465,0,0,12.0,12.0,600000.0,52.73015441356782,3400000.0,0
NZ-DK,14907.517481947594,50029.2036589329,0,0,4.0,42.0,600000.0,63.34975687030665,3400000.0,0
NZ-FI,7005.160277324598,46078.0250566214,0,0,11.0,32.0,400000.0,55.94686334781656,2900000.0,0
NZ-IT,460.7988590775931,42805.8443474979,0,0,28.0,12.0,26900000.0,56.535248018225424,16550000.0,0
NZ-NL,15251.183579708399,50201.0367078133,0,1,16.0,44.0,6700000.0,60.11368313712199,6450000.0,0
NZ-NO,27232.8844927248,56191.8871643215,0,0,9.0,50.0,300000.0,62.48958331805632,3250000.0,0
NZ-SE,10946.185724869698,48048.53778039395,0,1,9.0,53.0,3200000.0,62.4692795319248,4700000.0,0
PA-AT,25175.7769386064,44372.202956589696,0,0,84.0,35.0,1700000.0,42.89156622094065,2850000.0,0
PA-BE,20743.8040515949,42156.21651308395,0,0,30.0,10.0,4500000.0,50.34054789592652,4250000.0,0
PA-CH,39875.892352603696,51722.26066358834,0,0,61.0,26.0,1700000.0,43.57314828188723,2850000.0,0
PA-DK,25698.6479126202,44633.638443596596,0,0,77.0,28.0,1700000.0,54.19275073862606,2850000.0,0
PA-FI,17796.290707997203,40682.4598412851,0,0,62.0,18.0,700000.0,46.78985721613597,2350000.0,0
PA-IT,11251.929289750198,37410.279132161595,0,0,45.0,26.0,28000000.0,47.378241886544835,16000000.0,0
PA-NL,26042.314010381004,44805.471492477,0,0,57.0,30.0,7800000.0,50.9566770054414,5900000.0,0
PA-NO,38024.01492339741,50796.3219489852,0,0,64.0,36.0,1400000.0,53.33257718637573,2700000.0,0
PA-SE,21737.316155542303,42652.97256505765,0,0,64.0,39.0,4300000.0,53.31227340024421,4150000.0,0
PE-AT,43871.7955874371,35024.19363217435,0,0,53.0,37.0,16300000.0,50.09181647064901,11850000.0,0
PE-BE,39439.8227004256,32808.2071886686,0,0,1.0,12.0,13500000.0,57.540798145634874,13250000.0,0
PE-CH,58571.91100143439,42374.251339172995,0,0,30.0,28.0,16300000.0,50.773398531595575,11850000.0,0
PE-DK,44394.6665614509,35285.62911918125,0,0,46.0,26.0,16300000.0,61.39300098833441,11850000.0,0
PE-ES,27608.0918430929,26892.34176000225,0,1,7.0,0.0,3000000.0,54.302680304961456,21500000.0,0
PE-FI,36492.3093568279,31334.45051686975,0,0,31.0,16.0,17300000.0,53.990107465844325,11350000.0,0
PE-IT,29947.947938580895,28062.26980774625,0,0,14.0,28.0,10000000.0,54.57849213625319,25000000.0,0
PE-NL,44738.3326592117,35457.462168061655,0,0,26.0,28.0,10200000.0,58.15692725514975,14900000.0,0
PE-NO,56720.0335722281,41448.31262456985,0,0,33.0,34.0,16600000.0,60.53282743608408,11700000.0,0
PE-SE,40433.334804373,33304.963240642304,0,0,33.0,37.0,13700000.0,60.51252364995256,13150000.0,0
PH-AT,48239.48404669894,32840.34940254343,0,0,83.0,15.0,68060000.0,52.29509801555976,37730000.0,0
PH-BE,43807.511159687434,30624.36295903768,0,0,29.0,10.0,65260000.0,59.744079690545625,39130000.0,0
PH-CH,62939.599460696234,40190.40710954207,0,0,60.0,6.0,68060000.0,52.97668007650633,37730000.0,0
PH-DK,48762.35502071274,33101.78488955033,0,0,76.0,48.0,68060000.0,63.59628253324516,37730000.0,0
PH-ES,31975.780302354742,24708.49753037133,0,1,37.0,22.0,48760000.0,56.50596184987221,47380000.0,0
PH-FI,40859.997816089744,29150.60628723883,0,0,61.0,38.0,69060000.0,56.19338901075508,37230000.0,0
PH-IT,34315.63639784274,25878.425578115326,0,0,44.0,6.0,41760000.0,56.78177368116394,50880000.0,0
PH-NL,49106.02111847354,33273.61793843073,0,1,56.0,50.0,61960000.0,60.360208800060505,40780000.0,0
PH-NO,61087.722031489946,39264.46839493893,0,0,63.0,56.0,68360000.0,62.73610898099483,37580000.0,0
PH-SE,44801.02326363484,31121.119011011382,0,1,63.0,59.0,65460000.0,62.715805194863314,39030000.0,0
PK-AT,52106.824868490425,30906.678991647685,0,0,44.0,29.0,33370000.0,28.48095429419697,20385000.0,0
PK-BE,47674.851981478925,28690.692548141935,0,0,10.0,4.0,30570000.0,35.92993596918284,21785000.0,0
PK-CH,66806.94028248772,38256.73669864633,0,0,21.0,20.0,33370000.0,29.162536355143544,20385000.0,0
PK-DK,52629.695842504225,31168.114478654585,0,0,37.0,34.0,33370000.0,39.782138811882376,20385000.0,0
PK-ES,35843.12112414623,22774.827119475587,0,0,2.0,8.0,14070000.0,32.691818128509425,30035000.0,0
PK-FI,44727.33863788123,27216.935876343086,0,0,22.0,24.0,34370000.0,32.379245289392294,19885000.0,0
PK-IT,38182.977219634224,23944.755167219584,0,0,5.0,20.0,7070000.0,32.96762995980115,33535000.0,0
PK-NL,52973.36194026503,31339.947527534987,0,1,17.0,36.0,27270000.0,36.546065078697715,23435000.0,0
PK-NO,64955.06285328143,37330.79798404319,0,0,24.0,42.0,33670000.0,38.921965259632046,20235000.0,0
PK-SE,48668.36408542633,29187.448600115637,0,1,24.0,45.0,30770000.0,38.90166147350053,21685000.0,0
PL-AT,25007.056392185696,44456.56322980005,0,1,57.0,15.0,10300000.0,38.95237963449594,8850000.0,1
PL-BE,20575.083505174196,42240.5767862943,0,1,3.0,10.0,7500000.0,46.401361309481814,10250000.0,1
PL-CH,39707.17180618299,51806.620936798696,0,1,34.0,6.0,10300000.0,39.63396169544252,8850000.0,1
PL-DK,25529.927366199496,44717.99871680695,0,1,50.0,48.0,10300000.0,50.25356415218135,8850000.0,1
PL-ES,8743.3526478415,36324.71135762795,0,0,11.0,22.0,9000000.0,43.163243468808396,18500000.0,1
PL-FI,17627.5701615765,40766.82011449545,0,0,35.0,38.0,11300000.0,42.850670629691265,8350000.0,1
PL-FR,14623.56681523101,39264.818441322706,0,0,0.0,21.0,19000000.0,43.70644194507149,23500000.0,1
PL-GB,15620.452981810493,39763.26152461245,0,0,33.0,2.0,30000000.0,50.66583506182454,29000000.0,1
PL-IT,11083.208743329495,37494.63940537195,0,1,18.0,6.0,16000000.0,43.43905530010012,22000000.0,1
PL-NL,25873.5934639603,44889.831765687355,0,1,30.0,50.0,4200000.0,47.01749041899669,11900000.0,1
PL-NO,37855.2943769767,50880.68222219555,0,1,37.0,56.0,10600000.0,49.393390599931024,8700000.0,1
PL-SE,21568.5956091216,42737.332838268005,0,1,37.0,59.0,7700000.0,49.3730868137995,10150000.0,1
PT-AT,22031.547892118295,45944.31747983375,0,0,52.0,48.0,2100000.0,49.00231218700276,4750000.0,1
PT-BE,17599.575005106795,43728.331036328,0,0,2.0,23.0,700000.0,56.45129386198863,6150000.0,1
PT-CH,36731.66330611559,53294.375186832396,0,0,29.0,39.0,2100000.0,49.68389424794933,4750000.0,1
PT-DK,22554.418866132095,46205.75296684065,0,0,45.0,15.0,2100000.0,60.30349670468816,4750000.0,1
PT-ES,5767.8441477741,37812.46560766165,1,1,6.0,11.0,17200000.0,53.213176021315206,14400000.0,1
PT-FI,14652.061661509098,42254.57436452915,0,0,30.0,5.0,3100000.0,52.90060318219808,4250000.0,1
PT-FR,11648.05831516361,40752.57269135641,0,0,5.0,12.0,27200000.0,53.75637449757831,19400000.0,1
PT-IT,8107.700243262094,38982.39365540565,0,0,13.0,39.0,24200000.0,53.48898785260694,17900000.0,1
PT-NL,22898.0849638929,46377.586015721055,0,0,25.0,17.0,4000000.0,57.067422971503504,7800000.0,1
PT-NO,34879.7858769093,52368.43647222925,0,0,32.0,23.0,2400000.0,59.443323152437834,4600000.0,1
PT-SE,18593.0871090542,44225.087088301705,0,0,32.0,26.0,500000.0,59.42301936630632,6050000.0,1
SA-AT,8224.630927671198,52847.7759620573,0,0,69.0,27.0,20020000.0,53.49130018119668,13710000.0,0
SA-BE,3792.6580406596986,50631.78951855155,0,0,15.0,2.0,17220000.0,60.940281856182544,15110000.0,0
SA-CH,22924.74634166849,60197.833669055944,0,0,46.0,18.0,20020000.0,54.172882242143245,13710000.0,0
SA-DK,8747.501901684998,53109.2114490642,0,0,62.0,36.0,20020000.0,64.79248469888208,13710000.0,0
SA-FI,845.1446970620018,49158.0328467527,0,0,47.0,26.0,21020000.0,57.389591176391995,13210000.0,0
SA-IT,5699.216721185003,45885.8521376292,0,0,30.0,18.0,6280000.0,57.97797584680086,26860000.0,0
SA-NL,9091.167999445803,53281.044497944604,0,0,42.0,38.0,13920000.0,61.556410965697424,16760000.0,0
SA-NO,21072.868912462203,59271.8949544528,0,0,49.0,44.0,20320000.0,63.93231114663175,13560000.0,0
SA-SE,4786.170144607102,51128.54557052525,0,0,49.0,47.0,17420000.0,63.91200736050023,15010000.0,0
SE-AE,15054.484879857708,61048.87308275765,0,0,49.0,47.0,2437000.0,74.15564194346643,7518500.0,0
SE-AR,30228.2320090649,38407.51463829635,0,0,18.0,51.0,23700000.0,63.42646396332568,18150000.0,0
SE-AT,3438.460783064096,55240.861034360845,0,1,20.0,74.0,2600000.0,51.22933566747622,5000000.0,1
SE-AU,3352.443349176494,51845.408968240554,0,1,5.0,56.0,8700000.0,59.59505418900481,10650000.0,0
SE-BE,993.5121039474034,53024.8745908551,0,0,34.0,49.0,200000.0,58.678317342462094,6400000.0,1
SE-BR,38501.1924189407,34271.03443335845,0,0,38.0,44.0,132700000.0,63.09752685588575,72650000.0,0
SE-CH,18138.57619706139,62590.91874135949,0,0,3.0,65.0,2600000.0,51.9109177284228,5000000.0,1
SE-CL,27807.491217831,39617.8850339133,0,0,32.0,23.0,6700000.0,64.59091314552569,9650000.0,0
SE-CN,38024.2706479912,34509.4953188332,0,1,49.0,61.0,4970000.0,30.8709318914875,3815000.0,0
SE-CO,38477.5753062965,34282.84298968055,0,0,36.0,59.0,22700000.0,58.97338590052664,17650000.0,0
SE-CR,32202.586649746,37420.3373179558,0,0,4.0,16.0,3100000.0,61.69902192586425,4750000.0,0
SE-CZ,12386.1376592632,47328.5618131972,0,1,26.0,52.0,1700000.0,52.2467059799573,5450000.0,1
SE-DE,1713.7356620041974,54378.4984738309,0,1,4.0,61.0,24700000.0,49.30300846629158,18650000.0,1
SE-DK,3961.3317570778963,55502.29652136775,0,0,13.0,11.0,2600000.0,62.53052018516163,5000000.0,1
SE-EC,41682.2874072702,32680.4869391937,0,0,47.0,58.0,3700000.0,58.42895423298829,8150000.0,0
SE-EG,41882.3915529424,32580.434866357602,0,0,49.0,47.0,36100000.0,50.79550053364702,24350000.0,0
SE-ES,12825.242961280099,47109.009162188755,0,0,26.0,37.0,16700000.0,55.440199501788676,14650000.0,1
SE-ET,51367.60976597002,27837.825759843792,0,0,33.0,36.0,293000.0,33.311101156498744,6153500.0,0
SE-FI,3941.0254475451,51551.117919056254,1,1,2.0,21.0,3600000.0,55.127626662671545,4500000.0,1
SE-FR,6945.028793890589,50049.1162458835,0,0,37.0,38.0,26700000.0,55.98339797805177,19650000.0,1
SE-GB,5948.1426273111065,50547.55932917325,0,1,4.0,61.0,37700000.0,62.94279109480482,25150000.0,1
SE-GH,48078.7584956779,29482.25139498985,0,1,46.0,41.0,1400000.0,38.38781187698754,5600000.0,0
SE-GR,23904.0823028556,41569.589491401,0,0,29.0,52.0,1300000.0,55.057724386574506,5650000.0,1
SE-GT,44856.28338185579,31093.488951900905,0,0,64.0,32.0,500000.0,49.12029082096272,6550000.0,0
SE-HU,21608.5559875812,42717.3526490382,0,0,15.0,83.0,1000000.0,58.4112024747232,5800000.0,1
SE-ID,41876.8721037935,32583.19459093205,0,0,47.0,41.0,130660000.0,55.35799702237577,71630000.0,0
SE-IE,31034.004158911506,69038.63272228456,0,1,3.0,63.0,3600000.0,57.71638569002554,4500000.0,1
SE-IL,13615.505958490001,46713.8776635838,0,1,18.0,42.0,423000.0,63.75716943100895,6088500.0,0
