from_to,geodesic_distance_km,gdp_diff_2018,ESTAT_flow_BMI_2019_T_T_res,gdp_mean_2018,neighbors,share_rel,share_lang,PDI_diff,IDV_diff,UAI_diff,MAS_diff,fb_users_diff,fb_users_perc_diff,fb_users_perc_mean,fb_users_mean,area_diff,area_mean,share_cont
NO-MY,9793.825869632508,41568.8293269655,0.009219676762939966,49023.914747201154,0,0,0,73.0,43.0,14.0,42.0,22120000.0,15.220668178499771,69.3009845082927,14460000.0,36557.84999999998,346828.925,0
NO-NG,5702.370366818362,64529.48101598335,0.0012642075993542581,37543.58890269222,0,0,0,46.0,49.0,4.0,38.0,23720000.0,49.178362701976425,37.101469068054605,15260000.0,545662.15,637938.925,0
NO-NL,948.887278397864,11981.7009130164,0.14964755457125264,63817.478954175705,0,1,0,7.0,11.0,3.0,6.0,6400000.0,4.751800361868661,59.31475023810849,6600000.0,331437.85,199388.925,1
NO-NZ,17637.48823635803,27232.8844927248,0.04751201057095311,56191.8871643215,0,1,0,9.0,10.0,1.0,50.0,300000.0,1.5978657980270015,62.48958331805632,3250000.0,101797.84999999998,314208.925,0
NO-PA,9144.842872553065,38024.01492339741,0.00928490727266098,50796.3219489852,0,1,0,64.0,58.0,36.0,36.0,1400000.0,16.716146465334177,53.33257718637573,2700000.0,290930.85,219642.425,0
NO-PE,10533.248897533324,56720.0335722281,0.004345970418729375,41448.31262456985,0,1,0,33.0,53.0,37.0,34.0,16600000.0,2.3156459659174757,60.53282743608408,11700000.0,914892.15,822553.925,0
NO-PH,9992.901502538834,61087.722031489946,0.03261204432824938,39264.46839493893,0,1,0,63.0,37.0,6.0,56.0,68360000.0,2.0909171239040276,62.73610898099483,37580000.0,66937.84999999998,331638.925,0
NO-PK,5533.812847399477,64955.06285328143,0.005822863844660302,37330.79798404319,0,0,0,24.0,55.0,20.0,42.0,33670000.0,45.537370318821544,38.921965259632046,20235000.0,405772.15,567993.925,0
NO-PL,1157.1149251099164,37855.2943769767,0.3774579137343028,50880.68222219555,0,1,1,37.0,9.0,43.0,56.0,10600000.0,24.594519638223595,49.393390599931024,8700000.0,58937.84999999998,335638.925,1
NO-PT,2614.9315862775325,34879.7858769093,0.10355030716916289,52368.43647222925,0,1,0,32.0,42.0,54.0,23.0,2400000.0,4.494654533209967,59.443323152437834,4600000.0,273502.25,228356.72499999998,1
NO-SA,4941.445429440878,21072.868912462203,0.005550049886500208,59271.8949544528,0,0,0,49.0,31.0,18.0,44.0,20320000.0,4.483321455177865,63.93231114663175,13560000.0,1784582.15,1257398.925,0
NO-SE,563.3282376362719,16286.698767855101,1.2741110032928116,61664.980026756355,1,1,1,0.0,2.0,21.0,3.0,2900000.0,0.0406075722630348,61.670346632911304,4850000.0,42202.15000000002,386208.925,1
NO-SG,10169.882910355022,30772.82861430809,0.09441566660613965,85194.74371783795,0,0,0,43.0,49.0,42.0,40.0,1070000.0,13.516978158240839,68.44913949816323,3935000.0,364398.85,182908.425,0
NO-SL,6012.631436509557,68114.0029378034,0.000903782175321348,35751.327941782205,0,0,0,46.0,49.0,4.0,38.0,2706600.0,53.342906573186426,35.019197132449605,2046700.0,292927.85,218643.925,0
NO-SV,9081.408469434562,60985.7786362647,0.0054438357457741665,39315.44009255155,0,1,0,35.0,50.0,44.0,32.0,0.0,9.785336093435575,56.79798237232503,3400000.0,344387.85,192913.925,0
NO-TH,8621.832282037429,51278.1176227306,0.03465531280688782,44169.2705993186,0,0,0,33.0,49.0,14.0,26.0,42600000.0,3.950302160748656,63.66580149941714,24700000.0,145782.15000000002,437998.925,0
NO-TR,3030.300269127349,41847.3491270629,0.033597746367542126,48884.65484715245,0,0,0,35.0,32.0,35.0,37.0,40600000.0,10.265938114595798,56.55768136174492,23700000.0,404522.15,567368.925,0
NO-TZ,7763.711984124195,67155.93803305535,0.0026685002727245733,36230.360394156225,0,1,0,33.0,42.0,2.0,33.0,871000.0,54.94326047093184,34.219020183576895,3835500.0,520692.15,625453.925,0
NO-US,7205.157829726258,6743.911001011096,0.015180108637228752,66436.37391017836,0,1,0,9.0,22.0,4.0,54.0,236600000.0,9.992809257931377,66.6870550480085,121700000.0,8782312.15,4756263.925,0
NO-UY,11838.395500512195,46220.178020870604,0.002684201387110198,46698.2404002486,0,1,0,30.0,33.0,50.0,30.0,1000000.0,6.958920978799746,65.1701109084427,2900000.0,190087.84999999998,270063.925,0
NO-ZA,10175.154990900566,55599.2355773524,0.0061781487558808315,42008.7116220077,0,1,0,18.0,4.0,1.0,55.0,17880000.0,26.66538095448587,48.35795994179988,12340000.0,847982.15,789098.925,0
NO-ZM,8340.25227398235,66202.23177871363,0.004241309928258856,36707.21352132709,0,1,0,33.0,42.0,2.0,33.0,1147000.0,50.119140800822514,36.631080018631565,2826500.0,378282.15,554248.925,0
NZ-AT,18289.18767395273,14384.646507933794,0.01981928577894655,49767.768171926,0,1,0,11.0,24.0,21.0,21.0,600000.0,22.479887728897154,52.04857235262124,3400000.0,180790.0,172915.0,0
NZ-BE,18709.02963839679,9952.673620922295,0.02655429150349165,47551.78172842025,0,1,0,43.0,4.0,45.0,4.0,3400000.0,7.5819243789254145,59.49755402760711,4800000.0,233030.0,146795.0,0
NZ-CH,18760.86431337237,29084.761921931087,0.15912903267171732,57117.82587892465,0,1,0,12.0,11.0,9.0,12.0,600000.0,21.116723607004005,52.73015441356782,3400000.0,223793.97,151413.015,0
NZ-DK,17996.85966765187,14907.517481947594,0.17299965317674273,50029.2036589329,0,1,0,4.0,5.0,26.0,42.0,600000.0,0.1224813064736523,63.34975687030665,3400000.0,223310.0,151655.0,0
NZ-FI,16891.97127145481,7005.160277324598,0.03847877507500073,46078.0250566214,0,1,0,11.0,16.0,10.0,32.0,400000.0,14.683305738506512,55.94686334781656,2900000.0,40610.0,283615.0,0
NZ-IT,18542.376620680363,460.7988590775931,0.009897806609630258,42805.8443474979,0,1,0,28.0,3.0,26.0,12.0,26900000.0,13.50653639768879,56.535248018225424,16550000.0,34420.0,280520.0,0
NZ-NL,18529.605890275445,15251.183579708399,0.15215316338396342,50201.0367078133,0,1,1,16.0,1.0,4.0,44.0,6700000.0,6.349666159895662,60.11368313712199,6450000.0,229640.0,148490.0,0
NZ-NO,17637.48823635803,27232.8844927248,0.04751201057095311,56191.8871643215,0,1,0,9.0,10.0,1.0,50.0,300000.0,1.5978657980270015,62.48958331805632,3250000.0,101797.84999999998,314208.925,0
NZ-SE,17316.98984880756,10946.185724869698,0.07144350606124848,48048.53778039395,0,1,1,9.0,8.0,20.0,53.0,3200000.0,1.6384733702900363,62.4692795319248,4700000.0,144000.0,335310.0,0
PA-AT,9713.303419889224,25175.7769386064,0.002538415523235924,44372.202956589696,0,1,0,84.0,44.0,16.0,35.0,1700000.0,4.165875465535976,42.89156622094065,2850000.0,8343.0,78348.5,0
PA-BE,8946.182621381338,20743.8040515949,0.02669688094316973,42156.21651308395,0,1,0,30.0,64.0,8.0,10.0,4500000.0,10.732087884435764,50.34054789592652,4250000.0,43897.0,52228.5,0
PA-CH,9248.376648323952,39875.892352603696,0.07263692356068151,51722.26066358834,0,1,0,61.0,57.0,28.0,26.0,1700000.0,2.8027113436428266,43.57314828188723,2850000.0,34660.97,56846.515,0
PA-DK,9241.210923439605,25698.6479126202,0.013555681003931933,44633.638443596596,0,1,0,77.0,63.0,63.0,28.0,1700000.0,18.43649356983483,54.19275073862606,2850000.0,34177.0,57088.5,0
PA-FI,10022.86116990634,17796.290707997203,0.0040753138958463005,40682.4598412851,0,1,0,62.0,52.0,27.0,18.0,700000.0,3.6307065248546664,46.78985721613597,2350000.0,229743.0,189048.5,0
PA-IT,9659.061553371808,11251.929289750198,0.007255568412393789,37410.279132161595,0,1,0,45.0,65.0,11.0,26.0,28000000.0,4.807475865672387,47.378241886544835,16000000.0,223553.0,185953.5,0
PA-NL,8996.671694601313,26042.314010381004,0.023811643899923525,44805.471492477,0,1,0,57.0,69.0,33.0,30.0,7800000.0,11.964346103465516,50.9566770054414,5900000.0,40507.0,53923.5,0
PA-NO,9144.842872553065,38024.01492339741,0.00928490727266098,50796.3219489852,0,1,0,64.0,58.0,36.0,36.0,1400000.0,16.716146465334177,53.33257718637573,2700000.0,290930.85,219642.425,0
PA-SE,9706.648199109955,21737.316155542303,0.008572697630564046,42652.97256505765,0,1,0,64.0,60.0,57.0,39.0,4300000.0,16.675538893071142,53.31227340024421,4150000.0,333133.0,240743.5,0
PE-AT,10723.847884615823,43871.7955874371,0.004021436674018157,35024.19363217435,0,1,0,53.0,39.0,17.0,37.0,16300000.0,18.566375964952677,50.09181647064901,11850000.0,1197480.0,681260.0,0
PE-BE,10055.861878265465,39439.8227004256,0.00974421223271295,32808.2071886686,0,1,0,1.0,59.0,7.0,12.0,13500000.0,3.6684126149809373,57.540798145634874,13250000.0,1249720.0,655140.0,0
PE-CH,10238.399979422802,58571.91100143439,0.020221278832473082,42374.251339172995,0,1,0,30.0,52.0,29.0,28.0,16300000.0,17.203211843059528,50.773398531595575,11850000.0,1240483.97,659758.015,0
PE-DK,10513.28013169836,44394.6665614509,0.0032212995999770723,35285.62911918125,0,1,0,46.0,58.0,64.0,26.0,16300000.0,4.0359930704181295,61.39300098833441,11850000.0,1240000.0,660000.0,0
PE-ES,9122.416519238155,27608.0918430929,0.23147455741486875,26892.34176000225,0,1,1,7.0,35.0,1.0,0.0,3000000.0,10.144648296327773,54.302680304961456,21500000.0,780396.521,889801.7395,0
PE-FI,11465.536109452543,36492.3093568279,0.0018830696462374553,31334.45051686975,0,1,0,31.0,47.0,28.0,16.0,17300000.0,10.769793974562035,53.990107465844325,11350000.0,976080.0,791960.0,0
PE-IT,10487.643771548836,29947.947938580895,0.02167873992684711,28062.26980774625,0,1,0,14.0,60.0,12.0,28.0,10000000.0,9.593024633744314,54.57849213625319,25000000.0,982270.0,788865.0,0
PE-NL,10153.64252429424,44738.3326592117,0.008451633684665994,35457.462168061655,0,1,0,26.0,64.0,34.0,28.0,10200000.0,2.436154395951185,58.15692725514975,14900000.0,1246330.0,656835.0,0
PE-NO,10533.248897533324,56720.0335722281,0.004345970418729375,41448.31262456985,0,1,0,33.0,53.0,37.0,34.0,16600000.0,2.3156459659174757,60.53282743608408,11700000.0,914892.15,822553.925,0
PE-SE,11088.766380484964,40433.334804373,0.006529391209422508,33304.963240642304,0,1,0,33.0,55.0,58.0,37.0,13700000.0,2.275038393654441,60.51252364995256,13150000.0,872690.0,843655.0,0
PH-AT,10214.549974002974,48239.48404669894,0.004705566657649297,32840.34940254343,0,1,0,83.0,23.0,26.0,15.0,68060000.0,22.97293905477418,52.29509801555976,37730000.0,215650.0,190345.0,0
PH-BE,10738.189906048752,43807.511159687434,0.005524309248464592,30624.36295903768,0,1,0,29.0,43.0,50.0,10.0,65260000.0,8.07497570480244,59.744079690545625,39130000.0,267890.0,164225.0,0
PH-CH,10684.341872976236,62939.599460696234,0.01343962793351721,40190.40710954207,0,1,0,60.0,36.0,14.0,6.0,68060000.0,21.60977493288103,52.97668007650633,37730000.0,258653.97,168843.015,0
PH-DK,10144.843078813885,48762.35502071274,0.020222390190113352,33101.78488955033,0,1,0,76.0,42.0,21.0,48.0,68060000.0,0.37057001940337386,63.59628253324516,37730000.0,258170.0,169085.0,0
PH-ES,11872.792993825386,31975.780302354742,0.007477975003312907,24708.49753037133,0,1,1,37.0,19.0,42.0,22.0,48760000.0,14.551211386149276,56.50596184987221,47380000.0,201433.479,398886.7395,0
PH-FI,9064.82543941511,40859.997816089744,0.01319232492320537,29150.60628723883,0,1,0,61.0,31.0,15.0,38.0,69060000.0,15.176357064383538,56.19338901075508,37230000.0,5750.0,301045.0,0
PH-IT,10595.389672277712,34315.63639784274,0.005142710816810816,25878.425578115326,0,1,0,44.0,44.0,31.0,6.0,41760000.0,13.999587723565817,56.78177368116394,50880000.0,440.0,297950.0,0
PH-NL,10599.828630163296,49106.02111847354,0.007169311250144186,33273.61793843073,0,1,1,56.0,48.0,9.0,50.0,61960000.0,6.842717485772688,60.360208800060505,40780000.0,264500.0,165920.0,0
PH-NO,9992.901502538834,61087.722031489946,0.03261204432824938,39264.46839493893,0,1,0,63.0,37.0,6.0,56.0,68360000.0,2.0909171239040276,62.73610898099483,37580000.0,66937.84999999998,331638.925,0
PH-SE,9486.79437175208,44801.02326363484,0.008288532520635742,31121.119011011382,0,1,1,63.0,39.0,15.0,59.0,65460000.0,2.1315246961670624,62.715805194863314,39030000.0,109140.0,352740.0,0
PK-AT,4997.46799629498,52106.824868490425,0.0035071472168487737,30906.678991647685,0,0,0,44.0,41.0,0.0,29.0,33370000.0,24.65534838795139,28.48095429419697,20385000.0,688360.0,426700.0,0
PK-BE,5732.016462382218,47674.851981478925,0.004583639092866187,28690.692548141935,0,0,0,10.0,61.0,24.0,4.0,30570000.0,39.553311737923124,35.92993596918284,21785000.0,740600.0,400580.0,0
PK-CH,5477.56384095437,66806.94028248772,0.0022336967992491446,38256.73669864633,0,0,0,21.0,54.0,12.0,20.0,33370000.0,26.018512509844538,29.162536355143544,20385000.0,731363.97,405198.015,0
PK-DK,5413.854206101802,52629.695842504225,0.004075255827244379,31168.114478654585,0,0,0,37.0,60.0,47.0,34.0,33370000.0,47.25771742332219,39.782138811882376,20385000.0,730880.0,405440.0,0
PK-ES,6544.499797882782,35843.12112414623,0.014109404840374627,22774.827119475587,0,0,0,2.0,37.0,16.0,8.0,14070000.0,33.07707605657629,32.691818128509425,30035000.0,271276.521,635241.7395,0
PK-FI,4702.813961073648,44727.33863788123,0.0028113363943440602,27216.935876343086,0,0,0,22.0,49.0,11.0,24.0,34370000.0,32.45193037834203,32.379245289392294,19885000.0,466960.0,537400.0,0
PK-IT,5170.961647851888,38182.977219634224,0.00889324802364883,23944.755167219584,0,0,0,5.0,62.0,5.0,20.0,7070000.0,33.628699719159755,32.96762995980115,33535000.0,473150.0,534305.0,0
PK-NL,5668.567616520044,52973.36194026503,0.002907162769257879,31339.947527534987,0,0,1,17.0,66.0,17.0,36.0,27270000.0,40.785569956952884,36.546065078697715,23435000.0,737210.0,402275.0,0
PK-NO,5533.812847399477,64955.06285328143,0.005822863844660302,37330.79798404319,0,0,0,24.0,55.0,20.0,42.0,33670000.0,45.537370318821544,38.921965259632046,20235000.0,405772.15,567993.925,0
PK-SE,4978.35839549364,48668.36408542633,0.01245040462416033,29187.448600115637,0,0,1,24.0,57.0,41.0,45.0,30770000.0,45.4967627465585,38.90166147350053,21685000.0,363570.0,589095.0,0
PL-AT,591.0477861975234,25007.056392185696,0.1889161665524724,44456.56322980005,0,1,1,57.0,5.0,23.0,15.0,10300000.0,3.7124977073534424,38.95237963449594,8850000.0,223650.0,194345.0,1
PL-BE,1035.6602438490188,20575.083505174196,0.20105827117611957,42240.5767862943,0,1,1,3.0,15.0,1.0,10.0,7500000.0,18.610461057325182,46.401361309481814,10250000.0,275890.0,168225.0,1
PL-CH,973.3637970965232,39707.17180618299,0.17851214463276102,51806.620936798696,0,1,1,34.0,8.0,35.0,6.0,10300000.0,5.075661829246592,39.63396169544252,8850000.0,266653.97,172843.015,1
PL-DK,793.7722511419636,25529.927366199496,0.2702368994593713,44717.99871680695,0,1,1,50.0,14.0,70.0,48.0,10300000.0,26.31486674272425,50.25356415218135,8850000.0,266170.0,173085.0,1
PL-ES,2163.04582062752,8743.3526478415,0.03536377875227046,36324.71135762795,0,1,0,11.0,9.0,7.0,22.0,9000000.0,12.134225375978346,43.163243468808396,18500000.0,193433.479,402886.7395,1
PL-FI,1182.985009456776,17627.5701615765,0.032596624046040606,40766.82011449545,0,1,0,35.0,3.0,34.0,38.0,11300000.0,11.509079697744085,42.850670629691265,8350000.0,2250.0,305045.0,1
PL-FR,1385.0542540143244,14623.56681523101,0.01741329984158732,39264.818441322706,0,1,0,0.0,11.0,7.0,21.0,19000000.0,13.22062232850454,43.70644194507149,23500000.0,241387.0,426863.5,1
PL-GB,1534.497056209471,15620.452981810493,0.18009084724123806,39763.26152461245,0,1,0,33.0,29.0,58.0,2.0,30000000.0,27.13940856201063,50.66583506182454,29000000.0,64240.0,274050.0,1
PL-IT,1223.053668193862,11083.208743329495,0.019459301914885253,37494.63940537195,0,1,1,18.0,16.0,18.0,6.0,16000000.0,12.685849038561805,43.43905530010012,22000000.0,8440.0,301950.0,1
PL-NL,949.7552901233428,25873.5934639603,0.44482889917299295,44889.831765687355,0,1,1,30.0,20.0,40.0,50.0,4200000.0,19.842719276354934,47.01749041899669,11900000.0,272500.0,169920.0,1
PL-NO,1157.1149251099164,37855.2943769767,0.3774579137343028,50880.68222219555,0,1,1,37.0,9.0,43.0,56.0,10600000.0,24.594519638223595,49.393390599931024,8700000.0,58937.84999999998,335638.925,1
PL-SE,914.5000769333952,21568.5956091216,0.12780946185642178,42737.332838268005,0,1,1,37.0,11.0,64.0,59.0,7700000.0,24.55391206596056,49.3730868137995,10150000.0,101140.0,356740.0,1
PT-AT,2041.6220009632627,22031.547892118295,0.07919749082442422,45944.31747983375,0,1,0,52.0,28.0,34.0,48.0,2100000.0,16.387367397660185,49.00231218700276,4750000.0,9085.600000000006,87062.8,1
PT-BE,1584.8107063343095,17599.575005106795,0.48188992059151864,43728.331036328,0,1,0,2.0,48.0,10.0,23.0,700000.0,1.4894040476884456,56.45129386198863,6150000.0,61325.600000000006,60942.8,1
PT-CH,1567.6738202403355,36731.66330611559,1.8272649504139493,53294.375186832396,0,1,0,29.0,41.0,46.0,39.0,2100000.0,15.024203275767036,49.68389424794933,4750000.0,52089.57000000001,65560.815,1
PT-DK,2282.4866635915428,22554.418866132095,0.18150775918858625,46205.75296684065,0,1,0,45.0,47.0,81.0,15.0,2100000.0,6.215001637710621,60.30349670468816,4750000.0,51605.600000000006,65802.8,1
PT-ES,400.3034316771814,5767.8441477741,0.2849773117199529,37812.46560766165,1,1,1,6.0,24.0,18.0,11.0,17200000.0,7.965639729035281,53.213176021315206,14400000.0,407997.87899999996,295604.5395,1
PT-FI,3396.789753611002,14652.061661509098,0.07089254393521092,42254.57436452915,0,1,0,30.0,36.0,45.0,5.0,3100000.0,8.590785407269543,52.90060318219808,4250000.0,212314.4,197762.8,1
PT-FR,1140.2203009376965,11648.05831516361,0.16300218684765488,40752.57269135641,0,1,0,5.0,44.0,18.0,12.0,27200000.0,6.879242776509088,53.75637449757831,19400000.0,455951.4,319581.3,1
PT-IT,1775.701971421474,8107.700243262094,0.03922155295994366,38982.39365540565,0,1,0,13.0,49.0,29.0,39.0,24200000.0,7.414016066451822,53.48898785260694,17900000.0,206124.4,194667.8,1
PT-NL,1756.849262654628,22898.0849638929,0.2706048016060608,46377.586015721055,0,1,0,25.0,53.0,51.0,17.0,4000000.0,0.2571458286586932,57.067422971503504,7800000.0,57935.600000000006,62637.8,1
PT-NO,2614.9315862775325,34879.7858769093,0.10355030716916289,52368.43647222925,0,1,0,32.0,42.0,54.0,23.0,2400000.0,4.494654533209967,59.443323152437834,4600000.0,273502.25,228356.72499999998,1
PT-SE,2967.9143058734744,18593.0871090542,0.11119387177226939,44225.087088301705,0,1,0,32.0,44.0,75.0,26.0,500000.0,4.454046960946933,59.42301936630632,6050000.0,315704.4,249457.8,1
SA-AT,3763.885327655239,8224.630927671198,0.004282898229833696,52847.7759620573,0,0,0,69.0,17.0,2.0,27.0,20020000.0,25.365343386048018,53.49130018119668,13710000.0,2067170.0,1116105.0,0
SA-BE,4568.848964824604,3792.6580406596986,0.009643905226286702,50631.78951855155,0,0,0,15.0,37.0,26.0,2.0,17220000.0,10.467380036076278,60.940281856182544,15110000.0,2119410.0,1089985.0,0
SA-CH,4144.925748861417,22924.74634166849,0.015345546138358894,60197.833669055944,0,0,0,46.0,30.0,10.0,18.0,20020000.0,24.00217926415487,54.172882242143245,13710000.0,2110173.97,1094603.015,0
SA-DK,4607.532325068511,8747.501901684998,0.0036037171028728133,53109.2114490642,0,0,0,62.0,36.0,45.0,36.0,20020000.0,2.7629743506772115,64.79248469888208,13710000.0,2109690.0,1094845.0,0
SA-FI,4472.145310074496,845.1446970620018,0.0039435903891266765,49158.0328467527,0,0,0,47.0,25.0,9.0,26.0,21020000.0,17.568761395657376,57.389591176391995,13210000.0,1845770.0,1226805.0,0
SA-IT,3603.8905665473694,5699.216721185003,0.0009561017760772267,45885.8521376292,0,0,0,30.0,38.0,7.0,18.0,6280000.0,16.391992054839655,57.97797584680086,26860000.0,1851960.0,1223710.0,0
SA-NL,4597.531454150349,9091.167999445803,0.013672811649875894,53281.044497944604,0,0,0,42.0,42.0,15.0,38.0,13920000.0,9.235121817046526,61.556410965697424,16760000.0,2116020.0,1091680.0,0
SA-NO,4941.445429440878,21072.868912462203,0.005550049886500208,59271.8949544528,0,0,0,49.0,31.0,18.0,44.0,20320000.0,4.483321455177865,63.93231114663175,13560000.0,1784582.15,1257398.925,0
SA-SE,4516.641620322532,4786.170144607102,0.01764384813508401,51128.54557052525,0,0,0,49.0,33.0,39.0,47.0,17420000.0,4.5239290274409,63.91200736050023,15010000.0,1742380.0,1278500.0,0
SE-AE,4903.60487701688,15054.484879857708,0.1129548820207121,61048.87308275765,0,0,0,49.0,33.0,39.0,47.0,2437000.0,25.011198193373318,74.15564194346643,7518500.0,336290.0,239165.0,0
SE-AR,13220.510458178,30228.2320090649,0.0058424467713160235,38407.51463829635,0,1,0,18.0,25.0,57.0,51.0,23700000.0,3.552842233091795,63.42646396332568,18150000.0,2329380.0,1572000.0,0
SE-AT,1428.6735218969636,3438.460783064096,0.07028817601960305,55240.861034360845,0,1,1,20.0,16.0,41.0,74.0,2600000.0,20.841414358607118,51.22933566747622,5000000.0,324790.0,244915.0,1
SE-AU,13795.575487142478,3352.443349176494,0.06108248400875996,51845.408968240554,0,1,1,5.0,19.0,22.0,56.0,8700000.0,4.109977315549941,59.59505418900481,10650000.0,7284710.0,4049665.0,0
SE-BE,1393.2536180357902,993.5121039474034,0.11613412918197663,53024.8745908551,0,1,0,34.0,4.0,65.0,49.0,200000.0,5.943451008635378,58.678317342462094,6400000.0,377030.0,218795.0,1
SE-BR,10328.517869002066,38501.1924189407,0.005632953576337232,34271.03443335845,0,1,0,38.0,33.0,47.0,44.0,132700000.0,2.8949680182119266,63.09752685588575,72650000.0,7950830.0,4382725.0,0
SE-CH,1630.2831098491008,18138.57619706139,0.22845809492804717,62590.91874135949,0,1,0,3.0,3.0,29.0,65.0,2600000.0,19.47825023671397,51.9109177284228,5000000.0,367793.97,223413.015,1
SE-CL,13375.675402615376,27807.491217831,0.025389338377733526,39617.8850339133,0,1,0,32.0,48.0,57.0,23.0,6700000.0,5.881740597491813,64.59091314552569,9650000.0,336222.0,575421.0,0
SE-CN,6393.657957296176,38024.2706479912,0.0026939970800277826,34509.4953188332,0,0,1,49.0,51.0,11.0,61.0,4970000.0,61.558221910584564,30.8709318914875,3815000.0,9017392.9,4916006.45,0
SE-CO,9731.45790485716,38477.5753062965,0.007514444168929331,34282.84298968055,0,1,0,36.0,58.0,51.0,59.0,22700000.0,5.353313892506286,58.97338590052664,17650000.0,702190.0,758405.0,0
SE-CR,9750.103751829763,32202.586649746,0.00943103683562246,37420.3373179558,0,1,0,4.0,56.0,57.0,16.0,3100000.0,0.09795815816893594,61.69902192586425,4750000.0,356250.0,229185.0,0
SE-CZ,1165.2797507721089,12386.1376592632,0.048738210764829384,47328.5618131972,0,0,1,26.0,13.0,45.0,52.0,1700000.0,18.80667373364497,52.2467059799573,5450000.0,330110.0,242255.0,1
SE-DE,1121.3134183733696,1713.7356620041974,0.07271854619821508,54378.4984738309,0,1,1,4.0,4.0,36.0,61.0,24700000.0,24.694068760976407,49.30300846629158,18650000.0,57930.0,378345.0,1
SE-DK,687.656832661606,3961.3317570778963,1.187428056110541,55502.29652136775,0,1,0,13.0,3.0,6.0,11.0,2600000.0,1.7609546767636886,62.53052018516163,5000000.0,367310.0,223655.0,1
SE-EC,10560.603966189808,41682.2874072702,0.005018806114049063,32680.4869391937,0,1,0,47.0,63.0,38.0,58.0,3700000.0,6.442177227582981,58.42895423298829,8150000.0,158950.0,327835.0,0
SE-EG,3815.420689224261,41882.3915529424,0.01451193581569309,32580.434866357602,0,0,0,49.0,33.0,39.0,47.0,36100000.0,21.709084626265522,50.79550053364702,24350000.0,588140.0,701380.0,0
SE-ES,2678.8948981808176,12825.242961280099,0.11341702894107812,47109.009162188755,0,1,0,26.0,20.0,57.0,37.0,16700000.0,12.419686689982214,55.440199501788676,14650000.0,92293.47899999999,453456.7395,1
SE-ET,5943.334343180268,51367.60976597002,0.01497650059757042,27837.825759843792,0,1,0,33.0,44.0,23.0,36.0,293000.0,56.677883380562086,33.311101156498744,6153500.0,721990.3899999999,768305.195,0
SE-FI,432.7881205725464,3941.0254475451,0.9773366285216283,51551.117919056254,1,1,1,2.0,8.0,30.0,21.0,3600000.0,13.044832368216476,55.127626662671545,4500000.0,103390.0,355615.0,1
SE-FR,1885.9426514242527,6945.028793890589,0.05180143535580146,50049.1162458835,0,1,0,37.0,0.0,57.0,38.0,26700000.0,11.33328973745602,55.98339797805177,19650000.0,140247.0,477433.5,1
SE-GB,1408.6570404588113,5948.1426273111065,0.110880958895089,50547.55932917325,0,1,1,4.0,18.0,6.0,61.0,37700000.0,2.5854964960500695,62.94279109480482,25150000.0,165380.0,324620.0,1
SE-GH,6019.968012923119,48078.7584956779,0.005763228818012383,29482.25139498985,0,1,1,46.0,51.0,25.0,41.0,1400000.0,46.524461939584484,38.38781187698754,5600000.0,179770.0,317425.0,0
SE-GR,2352.2121365330418,23904.0823028556,0.22996021206365092,41569.589491401,0,1,0,29.0,36.0,83.0,52.0,1300000.0,13.184636920410561,55.057724386574506,5650000.0,278410.0,268105.0,1
SE-GT,9503.116393037022,44856.28338185579,0.0013149717203358056,31093.488951900905,0,1,0,64.0,65.0,72.0,32.0,500000.0,25.05950405163413,49.12029082096272,6550000.0,300150.0,257235.0,0
SE-HU,1444.1282059285054,21608.5559875812,0.08832022370626026,42717.3526490382,0,1,0,15.0,16.0,53.0,83.0,1000000.0,6.477680744113172,58.4112024747232,5800000.0,316050.0,249285.0,1
SE-ID,10374.86581380958,41876.8721037935,0.000998039770735767,32583.19459093205,0,0,0,47.0,57.0,19.0,41.0,130660000.0,12.58409164880802,55.35799702237577,71630000.0,1470209.0,1142414.5,0
SE-IE,1789.616736457906,31034.004158911506,0.11082036824011421,69038.63272228456,0,1,1,3.0,1.0,6.0,63.0,3600000.0,7.867314313508487,57.71638569002554,4500000.0,338420.0,238100.0,1
SE-IL,3449.2964891332363,13615.505958490001,0.025525061498742445,46713.8776635838,0,0,1,18.0,17.0,52.0,42.0,423000.0,4.2142531684583275,63.75716943100895,6088500.0,385670.0,214475.0,0
SE-IN,6408.746489286464,46846.26934872097,0.006013160449509054,30098.495968468316,0,0,1,46.0,23.0,11.0,51.0,244700000.0,43.805998351086544,39.74704367123651,128650000.0,2565880.0,1690250.0,0
SE-IQ,3504.952910750654,42712.1582326875,0.08839578840499197,32165.55152648505,0,0,0,49.0,33.0,39.0,47.0,14976000.0,11.191089542774911,56.05449807539233,13788000.0,26818.0,420719.0,0
SE-IR,4005.0337340342376,39726.3131755104,0.045032579414366426,33658.4740550736,0,0,0,27.0,30.0,30.0,38.0,33700000.0,15.150762661449455,54.07466151605506,23150000.0,1221450.0,1018035.0,0
SE-IT,2073.1330517165643,10485.386865792105,0.046312060566729665,48278.937209932745,0,1,0,19.0,5.0,46.0,65.0,23700000.0,11.868063027398755,55.7160113330804,18150000.0,109580.0,352520.0,1
SE-JM,8600.97946605917,43553.03615000799,0.009168885141563993,31745.112567824806,0,1,1,14.0,32.0,16.0,63.0,5200000.0,24.800282001727666,49.24990184591595,3700000.0,396480.0,209070.0,0
